PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
-1.6195298795599244,0.45095009169874534,-1.7744541482708396,0.04374031124601306,0.06701448076416208,0.9139206939470988,0.16104319146622406,0.28225827573428336,-0.005098035962249151,-0.26775942996625113,0.048630117688959175
-0.7991699349839546,1.8565530606792342,-0.911690166167198,0.5480659724450643,-0.018391561189133904,-0.9297139165970012,1.0098285811954693,-0.7625869669737121,0.5207066698457321,0.06283285041067016,-0.13814188691809376
-0.7484790927753519,0.8820388613867973,-1.1713942288914636,0.4110206716641446,-0.04353100675696053,-0.40147313069170304,0.5395534786613505,-0.5979460565145456,0.08685692572555977,-0.18744236545557064,-0.11822866497852857
2.35767263317844,-0.26997600938068567,0.24348869668940903,-0.9284499821666178,-1.49914906754695,0.1310172232491173,-0.34429049427171887,0.4553749946174493,-0.09157657800850597,-0.13039252662441675,0.3167136906665745
-1.6195298795599244,0.45095009169874534,-1.7744541482708396,0.04374031124601306,0.06701448076416208,0.9139206939470988,0.16104319146622406,0.28225827573428336,-0.005098035962249151,-0.26775942996625113,0.048630117688959175
-1.583707273367963,0.5691948836514896,-1.5382860513412073,0.02374988746715613,-0.11007597002291544,0.9936263627714744,0.10965924347493797,0.31403420722354175,0.03434751445743184,-0.37161088229903994,0.036612042892736986
-1.1014640297998555,0.6080149987840235,-1.0759147951434822,-0.34395920694360627,-1.1333823620529702,-0.1750003705436623,-0.26101197322987246,-0.24014930006067767,0.027303206326871922,-0.3997877272066186,0.11104034953434627
-2.2487076476621817,-0.4168347770060503,-0.9868371863582891,-0.0012033794186499048,-0.7804345770634439,-0.2860570494041958,-0.13144914352247214,-0.11933725439620754,0.6146455771978874,0.07599386061786817,0.3438086222237921
-1.0868865233527092,-0.30856949510600545,-1.5181502079043492,0.0033149045443139685,-0.22672662903341717,0.5126338830769055,-0.2496100539575258,-0.4389885125571426,0.39899883371366984,-0.2371902461802433,0.1169772888465196
0.6547895249460736,1.665207395783859,1.2094762238483903,-0.824635006661282,1.7185007935803118,0.47649728253661994,-0.23036956334999747,-0.8387884977293056,-1.2740027917852506,-0.008312827118124769,0.027461634051401517
-1.1252042864555507,0.8605121934499287,-0.7722158721380091,0.4643593484971793,-0.9323393865479073,-0.20259890869967975,-0.7162247678381546,-0.5200345020461308,-0.19028781480800103,-0.2138649936369626,-0.06922803107135875
0.6547895249460736,1.665207395783859,1.2094762238483903,-0.824635006661282,1.7185007935803118,0.47649728253661994,-0.23036956334999747,-0.8387884977293056,-1.2740027917852506,-0.008312827118124769,0.027461634051401517
-3.026861032322052,0.49353969150554367,-0.2201662153013295,0.5946257332267667,-0.34316097981381,0.29515425316560784,-0.6248112820149863,0.30851137838687376,-0.3446845003486809,-0.1549341752716167,0.4320097365740126
1.5388977301543836,-0.23512582864211976,0.047506068406037424,3.792386438782745,0.726414123904577,2.1996782174981155,2.0137624190518064,-2.0704767488993556,-0.4945215102241839,1.046788116645423,0.15934437964771447
1.5652680835125399,4.795247030492088,1.4150768998581589,1.3609437717487958,-0.19936483039954472,-0.40256584044931315,0.519819456697716,-0.07763417362730461,0.8786300774345329,-0.49420247603887574,0.10163719566823179
